dataset,sample_id,source_file,action,count,applied_count,generation_status,run_status,flipped,base_label,variant_label,base_probability,variant_probability,delta_probability,base_nodes,variant_nodes,delta_nodes,base_edges,variant_edges,delta_edges,baseline_run_dir,variant_run_dir,variant_file,notes,error
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,pattern_dead_code,1,1,generated,ran,False,1,1,1.0,1.0,0.0,5566,5572,6,11864,11867,3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__pattern_dead_code__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__pattern_dead_code__c1.c,inserted 1 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,pattern_dead_code,2,2,generated,ran,False,1,1,1.0,1.0,0.0,5566,5578,12,11864,11870,6,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__pattern_dead_code__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__pattern_dead_code__c2.c,inserted 2 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,pattern_dead_code,3,3,generated,ran,False,1,1,1.0,1.0,0.0,5566,5633,67,11864,11971,107,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__pattern_dead_code__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__pattern_dead_code__c3.c,inserted 3 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,pattern_dead_code,5,5,generated,ran,False,1,1,1.0,1.0,0.0,5566,5743,177,11864,12173,309,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__pattern_dead_code__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__pattern_dead_code__c5.c,inserted 5 unreachable pointer/array/length pattern block(s) near sensitive or structural lines,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,control_wrapper,1,1,generated,ran,False,1,1,1.0,1.0,0.0,5566,5570,4,11864,11873,9,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__control_wrapper__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__control_wrapper__c1.c,wrapped 1 safe single-line statement(s) with if (1) blocks,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,control_wrapper,2,2,generated,ran,False,1,1,1.0,1.0,0.0,5566,5574,8,11864,11882,18,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__control_wrapper__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__control_wrapper__c2.c,wrapped 2 safe single-line statement(s) with if (1) blocks,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,control_wrapper,3,3,generated,ran,False,1,1,1.0,1.0,0.0,5566,5578,12,11864,11891,27,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__control_wrapper__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__control_wrapper__c3.c,wrapped 3 safe single-line statement(s) with if (1) blocks,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,control_wrapper,5,5,generated,ran,False,1,1,1.0,1.0,0.0,5566,5586,20,11864,11912,48,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__control_wrapper__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__control_wrapper__c5.c,wrapped 5 safe single-line statement(s) with if (1) blocks,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,temp_variable_split,1,1,generated,ran,False,1,1,1.0,1.0,0.0,5566,5574,8,11864,11881,17,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__temp_variable_split__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__temp_variable_split__c1.c,split 1 simple assignment(s) through temporary integer variables,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,temp_variable_split,2,2,generated,ran,False,1,1,1.0,1.0,0.0,5566,5582,16,11864,11899,35,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__temp_variable_split__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__temp_variable_split__c2.c,split 2 simple assignment(s) through temporary integer variables,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,temp_variable_split,3,3,generated,ran,False,1,1,1.0,1.0,0.0,5566,5588,22,11864,11920,56,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__temp_variable_split__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__temp_variable_split__c3.c,split 3 simple assignment(s) through temporary integer variables,
cwe119_vulnerable,01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\01_vulnerable_989.c,temp_variable_split,5,5,generated,ran,False,1,1,1.0,1.0,0.0,5566,5602,36,11864,11960,96,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\01_vulnerable_989,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\01_vulnerable_989__temp_variable_split__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\01_vulnerable_989__temp_variable_split__c5.c,split 5 simple assignment(s) through temporary integer variables,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,data_flow_alias,1,1,generated,ran,False,1,1,1.0,1.0,0.0,21849,21869,20,48786,48821,35,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__data_flow_alias__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__data_flow_alias__c1.c,inserted 1 alias-preserving data-flow no-op(s) near call arguments,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,data_flow_alias,2,2,generated,ran,False,1,1,1.0,1.0,0.0,21849,21889,40,48786,48859,73,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__data_flow_alias__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__data_flow_alias__c2.c,inserted 2 alias-preserving data-flow no-op(s) near call arguments,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,data_flow_alias,3,3,generated,ran,False,1,1,1.0,1.0,0.0,21849,21907,58,48786,48916,130,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__data_flow_alias__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__data_flow_alias__c3.c,inserted 3 alias-preserving data-flow no-op(s) near call arguments,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,data_flow_alias,5,5,generated,ran,False,1,1,1.0,1.0,0.0,21849,21947,98,48786,48992,206,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__data_flow_alias__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__data_flow_alias__c5.c,inserted 5 alias-preserving data-flow no-op(s) near call arguments,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,dead_statement,1,1,generated,ran,False,1,1,1.0,1.0,0.0,21849,21861,12,48786,48813,27,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__dead_statement__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__dead_statement__c1.c,inserted 1 harmless dummy integer statement pair(s) after first function brace,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,dead_statement,2,2,generated,ran,False,1,1,1.0,1.0,0.0,21849,21873,24,48786,48840,54,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__dead_statement__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__dead_statement__c2.c,inserted 2 harmless dummy integer statement pair(s) after first function brace,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,dead_statement,3,3,generated,ran,False,1,1,1.0,1.0,0.0,21849,21885,36,48786,48867,81,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__dead_statement__c3,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__dead_statement__c3.c,inserted 3 harmless dummy integer statement pair(s) after first function brace,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,dead_statement,5,5,generated,ran,False,1,1,1.0,1.0,0.0,21849,21909,60,48786,48921,135,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__dead_statement__c5,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__dead_statement__c5.c,inserted 5 harmless dummy integer statement pair(s) after first function brace,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,xfg_targeted_dead_code,1,1,generated,ran,False,1,1,1.0,1.0,0.0,21849,21865,16,48786,48822,36,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__xfg_targeted_dead_code__c1,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__xfg_targeted_dead_code__c1.c,inserted 1 unreachable no-op block(s) near XFG-relevant target lines,
cwe119_vulnerable,02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\input_sources\cwe119\vulnerable\02_vulnerable_4064.c,xfg_targeted_dead_code,2,2,generated,ran,False,1,1,1.0,1.0,0.0,21849,21881,32,48786,48858,72,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\baseline\02_vulnerable_4064,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\runs\perturbed\02_vulnerable_4064__xfg_targeted_dead_code__c2,C:\Users\weijt\Desktop\UNSW\COMP9900\project\capstone-project-26t2-9900-t17a-almond\outputs\generated\full_budget_search_20260717\cwe119_vulnerable\sources\02_vulnerable_4064__xfg_targeted_dead_code__c2.c,inserted 2 unreachable no-op block(s) near XFG-relevant target lines,
